1. YEAR,2. TRIFD,3. FRS ID,4. FACILITY NAME,5. STREET ADDRESS,6. CITY,7. COUNTY,8. ST,9. ZIP,10. BIA,11. TRIBE,12. LATITUDE,13. LONGITUDE,14. HORIZONTAL DATUM,15. PARENT CO NAME,16. PARENT CO DB NUM,17. STANDARD PARENT CO NAME,18. FOREIGN PARENT CO NAME,19. FOREIGN PARENT CO DB NUM,20. STANDARD FOREIGN PARENT CO NAME,21. FEDERAL FACILITY,22. INDUSTRY SECTOR CODE,23. INDUSTRY SECTOR,24. PRIMARY SIC,25. SIC 2,26. SIC 3,27. SIC 4,28. SIC 5,29. SIC 6,30. PRIMARY NAICS,31. NAICS 2,32. NAICS 3,33. NAICS 4,34. NAICS 5,35. NAICS 6,36. DOC_CTRL_NUM,37. CHEMICAL,38. ELEMENTAL METAL INCLUDED,39. TRI CHEMICAL/COMPOUND ID,40. CAS#,41. SRS ID,42. CLEAN AIR ACT CHEMICAL,43. CLASSIFICATION,44. METAL,45. METAL CATEGORY,46. CARCINOGEN,47. PBT,48. PFAS,49. FORM TYPE,50. UNIT OF MEASURE,51. 5.1 - FUGITIVE AIR,52. 5.2 - STACK AIR,53. 5.3 - WATER,54. 5.4 - UNDERGROUND,55. 5.4.1 - UNDERGROUND CL I,56. 5.4.2 - UNDERGROUND C II-V,57. 5.5.1 - LANDFILLS,58. 5.5.1A - RCRA C LANDFILL,59. 5.5.1B - OTHER LANDFILLS,60. 5.5.2 - LAND TREATMENT,61. 5.5.3 - SURFACE IMPNDMNT,62. 5.5.3A - RCRA SURFACE IM,63. 5.5.3B - OTHER SURFACE I,64. 5.5.4 - OTHER DISPOSAL,65. ON-SITE RELEASE TOTAL,66. 6.1 - POTW - TRNS RLSE,67. 6.1 - POTW - TRNS TRT,68. POTW - TOTAL TRANSFERS,69. 6.2 - M10,70. 6.2 - M41,71. 6.2 - M62,72. 6.2 - M40 METAL,73. 6.2 - M61 METAL,74. 6.2 - M71,75. 6.2 - M81,76. 6.2 - M82,77. 6.2 - M72,78. 6.2 - M63,79. 6.2 - M66,80. 6.2 - M67,81. 6.2 - M64,82. 6.2 - M65,83. 6.2 - M73,84. 6.2 - M79,85. 6.2 - M90,86. 6.2 - M94,87. 6.2 - M99,88. OFF-SITE RELEASE TOTAL,89. 6.2 - M20,90. 6.2 - M24,91. 6.2 - M26,92. 6.2 - M28,93. 6.2 - M93,94. OFF-SITE RECYCLED TOTAL,95. 6.2 - M56,96. 6.2 - M92,97. OFF-SITE ENERGY RECOVERY T,98. 6.2 - M40 NON-METAL,99. 6.2 - M50,100. 6.2 - M54,101. 6.2 - M61 NON-METAL,102. 6.2 - M69,103. 6.2 - M95,104. OFF-SITE TREATED TOTAL,105. 6.2 - UNCLASSIFIED,106. 6.2 - TOTAL TRANSFER,107. TOTAL RELEASES,108. 8.1 - RELEASES,109. 8.1A - ON-SITE CONTAINED,110. 8.1B - ON-SITE OTHER,111. 8.1C - OFF-SITE CONTAIN,112. 8.1D - OFF-SITE OTHER R,113. 8.2 - ENERGY RECOVER ON,114. 8.3 - ENERGY RECOVER OF,115. 8.4 - RECYCLING ON SITE,116. 8.5 - RECYCLING OFF SIT,117. 8.6 - TREATMENT ON SITE,118. 8.7 - TREATMENT OFF SITE,119. PRODUCTION WSTE (8.1-8.7),120. 8.8 - ONE-TIME RELEASE,121. PROD_RATIO_OR_ ACTIVITY,122. 8.9 - PRODUCTION RATIO
2023,9190WBLVRD2463R,1.1006E+11,US CBP BOULEVARD BORDER PATROL STATION #CA11560,2463 RIBBONWOOD ROAD,BOULEVARD,SAN DIEGO,CA,91905,,,32.68306,-116.293235,NAD83,US DEPARTMENT OF HOMELAND SECURITY,NA,US DEPARTMENT OF HOMELAND SECURITY,NA,,NA,YES,999,Other,,,,,,,922120,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,0,2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2101,0,0,0,0,2101,0,0,0,0,0,0,2101,,ACTIVITY,1.01
2023,95237JNSNP1244L,1.10025E+11,JENSEN PRECAST,12101 E BRANDT RD,LOCKEFORD,SAN JOAQUIN,CA,95237,,,38.15242,-121.16625,NAD83,JENSEN PRECAST,65018178,JENSEN PRECAST,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327390,,,,,,1.32322E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.21,13.21,0,0,0,0,0,0,0,0,0,0,0,13.21,0,0,0,0,0,0,0,0,0,13.21,0,0,13.21,,PRODUCTION,3.66
2023,9135WQKRTS11145,1.10071E+11,QUIKRETE - SUN VALLEY CA PLANT,11145 TUXFORD ST,SUN VALLEY,LOS ANGELES,CA,91352,,,34.232528,-118.374358,NAD83,QUIKRETE HOLDINGS,4300406,QUIKRETE HOLDINGS,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327999,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.761,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,0,0,0.774,0,0,0,0,0,0,0,0,0.774,,PRODUCTION,1.17
2023,91761LGRMF724SB,1.10003E+11,ALGER PRECISION MACHINING,724 S BON VIEW AVE,ONTARIO,SAN BERNARDINO,CA,91761,,,34.05595,-117.6366,NAD83,NA,,NA,NA,,NA,NO,332,Fabricated Metals,,,,,,,332721,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,1925,0,0,1925,,,
2023,90250SLCTR2533C,1.1007E+11,OSI ELECTRONICS,12533 CHADRON AVE,HAWTHORNE,LOS ANGELES,CA,90250,,,33.918863,-118.329593,NAD83,OSI OPTOELECTRONICS INC,612770974,OSI SYSTEMS INC,NA,,OSI SYSTEMS,NO,334,Computers and Electronic Products,,,,,,,334418,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0.02,,PRODUCTION,1
2023,91702LSLVN1704W,1.1E+11,VEOLIA ES TECHNICAL SOLUTIONS L.L.C.,1704 W 1ST ST,AZUSA,LOS ANGELES,CA,91702,,,34.12158,-117.93669,NAD83,VEOLIA N.A. INC.,81134987,VEOLIA NORTH AMERICA,VEOLIA ENVIRONMENT SA,494763675,VEOLIA ENVIRONMENT SA,NO,562,Hazardous Waste,,,,,,,562211,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,15230,0,0,0,15230,0,0,0,0,0,0,0,0,0,0,0,15230.1,0.1,0,0,0,0,0.1,0,0,0,15230,0,0,15230.1,,ACTIVITY,1.2
2023,92355BNNZL11711,1.10023E+11,SIERRA ALUMINUM CO PLANT II,11806-11880 PACIFIC AVE,FONTANA,SAN BERNARDINO,CA,92337,,,34.03888,-117.51828,NAD83,SIERRA ALUMINUM CO,161540984,SIERRA ALUMINUM CO,,,NA,NO,331,Primary Metals,,,,,,,331318,332813,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0.041,0.008,0,0,0,0,0,0,0,0,0,0,0,0.049,7.94,0,7.94,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96,8.009,0,0,0.049,5.022,2.938,0,0,0,0,0,0,8.009,,PRODUCTION,0.74
2023,9271WRVNPL1681C,1.1007E+11,IRVINE PLANT 21,16081 CONSTRUCTION CIRCLE WEST,IRVINE,ORANGE,CA,92714,,,33.69721,-117.82032,NAD83,MCC DEVELOPMENT CORP,838030492,MCC DEVELOPMENT CORP,NA,,MITSUBISHI UBE CEMENT CORP,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,3.47,0.002,0,0,0,0,0,0,0,0,0,0,0,3.149,6.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621,0,0,6.621,0,0,0,0,33.97,0,0,0,40.591,,PRODUCTION,1.01
2023,94928PRKRH5500B,1.10001E+11,PARKER HANNIFIN CORP EMN  NA,5500 BUSINESS PARK DR,ROHNERT PARK,SONOMA,CA,94928,,,38.35671,-122.72239,NAD83,PARKER HANNIFIN CORP,4175550,PARKER HANNIFIN CORP,NA,,NA,NO,335,Electrical Equipment,,,,,,,335314,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,114,0,0,114,,PRODUCTION,1.34
2023,9513WGRNTR11711,1.10001E+11,GRANITE ROCK,11711 BERRYESSA ROAD,SAN JOSE,SANTA CLARA,CA,95133,,,37.36523,-121.88161,NAD83,NA,,GRANITE ROCK CO,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0.007,0.003,0,0,0,0,0,0,0,0,0,0.053,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.54,0,0,113.54,0,0,0,0,0,0,0,0,0,0,0,113.54,0.064,0,0,0.064,0,0,0,0,0,113.54,0,0,113.604,,PRODUCTION,1
2023,93502CLFRN9350O,1.10017E+11,CALPORTLAND CO MOJAVE PLANT,9350 OAK CREEK RD,MOJAVE,KERN,CA,93501,,,35.029298,-118.316236,NAD83,TAIHEIYO CEMENT USA INC,175418052,TAIHEIYO CEMENT USA INC,TAIHEIYO CEMENT CORP,690535786,TAIHEIYO CEMENT CORP,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.08,373,0,0,0,0,0,0,0,0,0,0,0,0,373.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373.08,0,0,373.08,0,0,0,0,0,0,0,0,373.08,,PRODUCTION,1.12
2023,95131SNMNC2101O,1.1E+11,SANMINA-PLANT # 1,2101 O'TOOLE AVE,SAN JOSE,SANTA CLARA,CA,95131,,,37.391707,-121.906924,NAD83,NA,,SANMINA CORP,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334412,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.3,0,0,0,64.3,0,0,0,0,0,0,0,0,0,0,0,64.3,0,0,0,0,0,0,0,0,0,64.3,0,0,64.3,,PRODUCTION,1.02
2023,91745TLDYN16800,1.10027E+11,PAC FOUNDRIES-INDUSTRY,16800 CHESTNUT ST,CITY OF INDUSTRY,LOS ANGELES,CA,91745,,,34.00765,-117.93885,NAD83,CFHC HOLDINGS INC,NA,CONSOLIDATED PRECISION PRODUCTS CORP,NA,,NA,NO,331,Primary Metals,,,,,,,331512,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2.1,0.1,0,0,0,0,0,2.3,0,18.1,0,0,0,18.1,0,0,0,0,0,0,0,0,0,0,0,20.4,2.3,0,0,0,2.263,0.037,0,0,0,18.1,0,0,20.4,,PRODUCTION,3.09
2023,9537WBSLTX11888,1.10017E+11,BASALITE,11888 W. LINNE RD,TRACY,SAN JOAQUIN,CA,95377,,,37.69589,-121.452715,NAD83,BASALITE BUILDING PRODUCTS LLC,129072125,PACIFIC COAST BUILDING PRODUCTS INC,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327331,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0.011,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0,0,0.046,0,0,0,0,0,0,0,0,0.046,,ACTIVITY,0.93
2023,92392STHWSBLACK,1.10001E+11,CEMEX CONSTRUCTION MATERIALS PACIFIC LLC,16888 NORTH E STREET,VICTORVILLE,SAN BERNARDINO,CA,92394,,,34.5534,-117.3031,NAD83,CEMEX INC,189840945,CEMEX INC,CEMEX S.A.B. DE C.V.,811645654,CEMEX SAB DE CV,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,13.68,22.86,0,0,0,0,0,0,0,0,0,0,0,0,36.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54,0,0,36.54,0,0,0,0,0,0,0,0,36.54,,PRODUCTION,0.92
2023,92335JNSNP14221,1.10013E+11,JENSEN PRECAST,14221 SAN BERNARDINO AVE,FONTANA,SAN BERNARDINO,CA,92335,,,34.07723,-117.49487,NAD83,JENSEN PRECAST,65018178,JENSEN PRECAST,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327390,,,,,,1.32322E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,0,0,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,2.371,0,0,0.001,0,2.37,0,0,0,0,0,0,2.371,,PRODUCTION,1.24
2023,90280RCPRD8601S,1.1E+11,TESORO - VINVALE TERMINAL,8601 S GARFIELD AVE,SOUTH GATE,LOS ANGELES,CA,90280,,,33.95277,-118.16408,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0.01,0,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97,2.07,0,0,0.1,0,1.97,0,0,0,0,0,0,2.07,,ACTIVITY,1.07
2023,92316RCCLT2395S,1.1E+11,TESORO - COLTON TERMINAL,2395 E RIVERSIDE AVE,BLOOMINGTON,SAN BERNARDINO,CA,92316,,,34.058134,-117.37024,NAD83,MARATHON PETROLEUM CORP,968393996,MARATHON PETROLEUM CORP,NA,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.32322E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.6,0,0,0.1,0.5,0,0,0,0,0,0,0,0.6,,ACTIVITY,0.91
2023,93928SNVYFAFRCF,1.10002E+11,U.S. ARMY GARRISON FORT HUNTER LIGGETT RANGES,233 CALIFORNIA AVE,JOLON,MONTEREY,CA,93928,,,36.0043,-121.2394,NAD83,US DEPARTMENT OF DEFENSE,NA,US DEPARTMENT OF DEFENSE,NA,,NA,YES,999,Other,,,,,,,928110,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,7634,7634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7634,0,0,7634,0,0,0,0,0,0,0,0,7634,,ACTIVITY,0.83
2023,9287WCRNPL154SH,1.10042E+11,CORONA PLANT 30,1540 SHERBORN ST.,CORONA,RIVERSIDE,CA,92879,,,33.862155,-117.528283,NAD83,MCC DEVELOPMENT CORP,838030492,MCC DEVELOPMENT CORP,NA,,MITSUBISHI UBE CEMENT CORP,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,2.89,0.001,0,0,0,0,0,0,0,0,0,0,0,2.622,5.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.513,0,0,5.513,0,0,0,0,28.29,0,0,0,33.803,,PRODUCTION,0.52
2023,9206WTLDYN142ST,1.10012E+11,TELEDYNE  INSTRUMENTS INC. DBA TELEDYNE RD INSTRUMENTS,14020 STOWE DRIVE,POWAY,SAN DIEGO,CA,92064,,,32.94001,-117.02896,NAD83,TELEDYNE TECHNOLOGIES INC,941426065,TELEDYNE TECHNOLOGIES INC,NA,,NA,NO,334,Computers and Electronic Products,,,,,,,334511,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,483,0,0,0,483,0,0,0,0,0,0,0,483,,PRODUCTION,1
2023,94802CHVRN576ST,1.1E+11,CHEVRON RICHMOND TECHNOLOGY CENTER,100 CHEVRON WAY - RM10-3138,RICHMOND,CONTRA COSTA,CA,94801,,,37.93047,-122.38944,NAD83,CHEVRON CORP,1382555,CHEVRON CORP,NA,,NA,NO,999,Other,,,,,,,541715,,,,,,1.32322E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,7.5,0,0,0,0,7.5,0,0,0,0,0,0,7.5,,ACTIVITY,0.02
2023,9141WHLLDY15115,1.10072E+11,HOLLIDAY ROCK CO - VAN NUYS,15115 OXNARD ST,VAN NUYS,LOS ANGELES,CA,91411,,,34.18037,-118.461896,NAD83,HOLLIDAY ROCK CO INC,NA,HOLLIDAY ROCK CO INC,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1.32322E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.026,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0.036,0,0,0,0,0,0,0,0,0.036,,,
2023,9350WGLDNQ2818S,1.10069E+11,GOLDEN QUEEN MINING CO LLC,2818 SILVER QUEEN RD,MOJAVE,KERN,CA,93501,,,34.99646,-118.18322,NAD83,NA,,NA,NA,,NA,NO,2122,Metal Mining,,,,,,,212220,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109800,0,109800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109800,109800,0,0,0,0,109800,0,0,0,0,0,0,109800,,ACTIVITY,0.94
2023,90250TLDYN12525,1.10001E+11,TELEDYNE RELAYS A DIV OF TELEDYNE DEFENSE ELECTRONICS,12525 DAPHNE AVE,HAWTHORNE,LOS ANGELES,CA,90250,,,33.918174,-118.31975,NAD83,TELEDYNE TECHNOLOGIES INC,112358432,TELEDYNE TECHNOLOGIES INC,NA,,NA,NO,335,Electrical Equipment,,,,,,,335314,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,0,0,68.5,0,224.4,0,0,0,224.4,0,0,0,0,0,0,0,0,0,0,0,292.9,68.5,0,0,0,0,68.5,0,0,0,224.4,0,0,292.9,,PRODUCTION,0.98
2023,90245CHVRN324WE,1.10003E+11,CHEVRON PRODUCTS CO. DIV OF CHEVRON USA INC.,324 W EL SEGUNDO BLVD,EL SEGUNDO,LOS ANGELES,CA,90245,,,33.9082,-118.4085,NAD83,CHEVRON CORP,1382555,CHEVRON CORP,NA,,NA,NO,324,Petroleum,,,,,,,324110,,,,,,1.32322E+12,Lead  And Lead Compounds,YES,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,1,34,11,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,387,0,0,0,1,0,678,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,685,724,0,0,46,376,1,0,0,0,7,0,0,430,301,PRODUCTION,0.91
2023,9454WJNMTF2395A,1.1007E+11,AJINOMOTO FOODS N.A. INC,2395 AMERICAN AVE,HAYWARD,ALAMEDA,CA,94545,,,37.646436,-122.126624,NAD83,AJINOMOTO N.A. INC,1853852,AJINOMOTO FOODS NORTH AMERICA INC,AJINOMOTO,NA,AJINOMOTO GROUP,NO,311,Food,,,,,,,311412,,,,,,1.32322E+12,Lead,NO,7439921,7439-92-1,149583,NO,PBT,YES,Elemental metals,YES,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,PRODUCTION,1
2023,90749RCPRD1801E,1.10017E+11,TESORO LOS ANGELES REFINERY-CARSON OPERATIONS,24696 S WILMINGTON AVE,CARSON,LOS ANGELES,CA,90745,,,33.815889,-118.243953,NAD83,TESORO CORP,8133480,MARATHON PETROLEUM CORP,,,NA,NO,4247,Petroleum Bulk Terminals,,,,,,,424710,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,1.5,0,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,3.3,0,0,0.1,1.7,1.5,0,0,0,0,0,0,3.3,,ACTIVITY,0
2023,9303WSSCTD392SD,1.10056E+11,ASSOCIATED READY MIXED CONCRETE INC.,392 S. DEL NORTE BLVD.,OXNARD,VENTURA,CA,93030,,,34.20427,-119.127091,NAD83,CAILLIER INVESTMENTS INC,NA,CAILLIER INVESTMENTS INC,NA,,NA,NO,327,Nonmetallic Mineral Product,,,,,,,327310,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.74,0,0,19.74,0,0,0,0,0,0,0,0,0,0,0,19.74,0,0,0,0,0,0,0,0,0,19.74,0,0,19.74,,PRODUCTION,0.66
2023,9345WCLPRT1625E,1.10039E+11,CALPORTLAND CO SANTA MARIA PLANT,1625 E DONOVAN ROAD,SANTA MARIA,SANTA BARBARA,CA,93454,,,34.96746,-120.41004,NAD83,TAIHEIYO CEMENT USA INC,175418052,TAIHEIYO CEMENT USA INC,TAIHEIYO CEMENT CORP,690535786,TAIHEIYO CEMENT CORP,NO,327,Nonmetallic Mineral Product,,,,,,,327320,,,,,,1.32322E+12,Lead compounds,NO,N420,N420,650002,YES,PBT,YES,Metal complound categories,NO,YES,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,,PRODUCTION,0.82
