Local Health Jurisdiction,GEOID,Number children under 6 w BLL at or above 3.5 µg/dL,Percent Children under  6 w BLL at or above 3.5 µg/dL ,Total Number children under 6 w/ BLL
Riverside,6065030501,10,0.026315789,380
Riverside,6065030502,5,0.021276596,235
Riverside,6065030503,11,0.02676399,411
Riverside,6065030602,0,0,80
Riverside,6065030603,0,0,75
Riverside,6065030604,0,0,53
Riverside,6065030605,2,0.033333333,60
Riverside,6065030700,9,0.031578947,285
Riverside,6065030800,4,0.009876543,405
Riverside,6065030900,3,0.011764706,255
Riverside,6065031001,4,0.010958904,365
Riverside,6065031002,1,0.00255102,392
Riverside,6065031100,0,0,235
Riverside,6065031200,5,0.012468828,401
Riverside,6065031300,5,0.017793594,281
Riverside,6065031401,8,0.016129032,496
Riverside,6065031402,9,0.018987342,474
Riverside,6065031501,6,0.019672131,305
Riverside,6065031503,4,0.016393443,244
Riverside,6065031504,6,0.020833333,288
Riverside,6065031601,5,0.014409222,347
Riverside,6065031602,11,0.025821596,426
Riverside,6065031701,3,0.014150943,212
Riverside,6065031702,0,0,95
Riverside,6065031703,0,0,220
Riverside,6065031704,6,0.020408163,294
Riverside,6065040101,4,0.011904762,336
Riverside,6065040102,2,0.004842615,413
Riverside,6065040201,4,0.010582011,378
Riverside,6065040202,4,0.017167382,233
Riverside,6065040203,10,0.024691358,405
Riverside,6065040204,6,0.017142857,350
Riverside,6065040302,6,0.015789474,380
Riverside,6065040303,6,0.019292605,311
Riverside,6065040304,6,0.018292683,328
Riverside,6065040305,2,0.008130081,246
Riverside,6065040402,5,0.017730496,282
Riverside,6065040403,6,0.014814815,405
Riverside,6065040404,3,0.016483516,182
Riverside,6065040405,2,0.007380074,271
Riverside,6065040501,10,0.019157088,522
Riverside,6065040502,8,0.015904573,503
Riverside,6065040503,3,0.020408163,147
Riverside,6065040603,5,0.028089888,178
Riverside,6065040604,5,0.015432099,324
Riverside,6065040605,5,0.017182131,291
Riverside,6065040606,3,0.010309278,291
Riverside,6065040609,9,0.010123735,889
Riverside,6065040611,4,0.00973236,411
Riverside,6065040616,2,0.003231018,619
Riverside,6065040617,3,0.008042895,373
Riverside,6065040618,4,0.007476636,535
Riverside,6065040619,7,0.024305556,288
Riverside,6065040620,1,0.003134796,319
Riverside,6065040621,0,0,193
Riverside,6065040622,1,0.003623188,276
Riverside,6065040701,2,0.035087719,57
Riverside,6065040702,0,0,96
Riverside,6065040703,0,0,87
Riverside,6065040806,0,0,66
Riverside,6065040807,1,0.018181818,55
Riverside,6065040808,3,0.018072289,166
Riverside,6065040809,0,0,135
Riverside,6065040812,0,0,150
Riverside,6065040813,1,0.004201681,238
Riverside,6065040814,1,0.006134969,163
Riverside,6065040815,0,0,154
Riverside,6065040816,0,0,81
Riverside,6065040821,8,0.028571429,280
Riverside,6065040901,4,0.010050251,398
Riverside,6065040902,1,0.004784689,209
Riverside,6065040903,3,0.018292683,164
Riverside,6065040904,2,0.007380074,271
Riverside,6065041001,3,0.012396694,242
Riverside,6065041002,3,0.011029412,272
Riverside,6065041003,3,0.01754386,171
Riverside,6065041004,5,0.013404826,373
Riverside,6065041101,9,0.017274472,521
Riverside,6065041102,5,0.014492754,345
Riverside,6065041201,8,0.023952096,334
Riverside,6065041202,9,0.023195876,388
Riverside,6065041203,4,0.014234875,281
Riverside,6065041301,2,0.007092199,282
Riverside,6065041302,3,0.009375,320
Riverside,6065041403,1,0.004716981,212
Riverside,6065041404,4,0.016877637,237
Riverside,6065041405,3,0.010526316,285
Riverside,6065041406,7,0.02,350
Riverside,6065041407,4,0.01010101,396
Riverside,6065041408,3,0.008645533,347
Riverside,6065041410,6,0.01910828,314
Riverside,6065041411,2,0.008658009,231
Riverside,6065041412,2,0.00877193,228
Riverside,6065041413,2,0.008163265,245
Riverside,6065041414,2,0.014285714,140
Riverside,6065041415,1,0.004219409,237
Riverside,6065041500,4,0.023668639,169
Riverside,6065041601,3,0.015384615,195
Riverside,6065041602,4,0.01843318,217
Riverside,6065041702,2,0.008196721,244
Riverside,6065041703,0,0,296
Riverside,6065041704,1,0.004807692,208
Riverside,6065041803,3,0.013761468,218
Riverside,6065041804,1,0.006097561,164
Riverside,6065041805,0,0,214
Riverside,6065041806,0,0,174
Riverside,6065041807,0,0,129
Riverside,6065041808,3,0.013761468,218
Riverside,6065041809,2,0.011428571,175
Riverside,6065041810,0,0,190
Riverside,6065041812,2,0.013071895,153
Riverside,6065041813,3,0.008928571,336
Riverside,6065041904,0,0,191
Riverside,6065041905,0,0,87
Riverside,6065041906,2,0.007017544,285
Riverside,6065041909,2,0.008298755,241
Riverside,6065041910,1,0.004081633,245
Riverside,6065041912,1,0.004237288,236
Riverside,6065041913,0,0,223
Riverside,6065041914,0,0,251
Riverside,6065041915,0,0,265
Riverside,6065042003,1,0.005681818,176
Riverside,6065042004,1,0.00952381,105
Riverside,6065042005,4,0.023809524,168
Riverside,6065042007,3,0.017857143,168
Riverside,6065042008,1,0.003508772,285
Riverside,6065042009,11,0.023060797,477
Riverside,6065042010,11,0.020220588,544
Riverside,6065042012,2,0.007067138,283
Riverside,6065042015,0,0,183
Riverside,6065042016,0,0,94
Riverside,6065042017,0,0,172
Riverside,6065042018,1,0.004651163,215
Riverside,6065042206,2,0.006896552,290
Riverside,6065042207,0,0,82
Riverside,6065042208,0,0,68
Riverside,6065042209,2,0.008196721,244
Riverside,6065042210,2,0.00729927,274
Riverside,6065042212,3,0.005607477,535
Riverside,6065042213,2,0.012820513,156
Riverside,6065042214,4,0.009049774,442
Riverside,6065042217,0,0,163
Riverside,6065042300,13,0.018080668,719
Riverside,6065042401,2,0.02247191,89
Riverside,6065042402,11,0.03264095,337
Riverside,6065042403,2,0.005763689,347
Riverside,6065042404,2,0.01242236,161
Riverside,6065042405,5,0.019762846,253
Riverside,6065042406,5,0.017006803,294
Riverside,6065042407,3,0.011111111,270
Riverside,6065042408,2,0.008097166,247
Riverside,6065042409,3,0.010714286,280
Riverside,6065042410,3,0.007915567,379
Riverside,6065042411,1,0.005747126,174
Riverside,6065042412,8,0.030534351,262
Riverside,6065042505,6,0.016348774,367
Riverside,6065042507,3,0.006622517,453
Riverside,6065042508,3,0.006772009,443
Riverside,6065042509,0,0,319
Riverside,6065042510,4,0.008316008,481
Riverside,6065042511,2,0.006644518,301
Riverside,6065042512,2,0.009009009,222
Riverside,6065042513,3,0.009259259,324
Riverside,6065042514,2,0.007434944,269
Riverside,6065042515,11,0.032934132,334
Riverside,6065042516,6,0.013888889,432
Riverside,6065042517,1,0.003891051,257
Riverside,6065042518,2,0.00921659,217
Riverside,6065042519,2,0.011695906,171
Riverside,6065042520,4,0.010638298,376
Riverside,6065042521,3,0.006315789,475
Riverside,6065042522,1,0.002680965,373
Riverside,6065042523,0,0,221
Riverside,6065042621,4,0.007017544,570
Riverside,6065042622,2,0.006024096,332
Riverside,6065042623,0,0,189
Riverside,6065042624,2,0.007142857,280
Riverside,6065042625,5,0.010752688,465
Riverside,6065042626,7,0.00792752,883
Riverside,6065042627,0,0,529
Riverside,6065042628,7,0.0125,560
Riverside,6065042629,4,0.00896861,446
Riverside,6065042630,6,0.012526096,479
Riverside,6065042631,3,0.006024096,498
Riverside,6065042632,8,0.027210884,294
Riverside,6065042708,1,0.002824859,354
Riverside,6065042709,2,0.009661836,207
Riverside,6065042711,1,0.022222222,45
Riverside,6065042714,0,0,100
Riverside,6065042716,3,0.015228426,197
Riverside,6065042717,5,0.011792453,424
Riverside,6065042719,9,0.023017903,391
Riverside,6065042720,7,0.02,350
Riverside,6065042723,6,0.010830325,554
Riverside,6065042724,2,0.008130081,246
Riverside,6065042726,5,0.008818342,567
Riverside,6065042728,4,0.022346369,179
Riverside,6065042730,11,0.023305085,472
Riverside,6065042731,6,0.012474012,481
Riverside,6065042732,3,0.008,375
Riverside,6065042733,4,0.005102041,784
Riverside,6065042737,0,0,215
Riverside,6065042738,1,0.002028398,493
Riverside,6065042739,3,0.007246377,414
Riverside,6065042740,0,0,8
Riverside,6065042741,0,0,10
Riverside,6065042742,4,0.011661808,343
Riverside,6065042743,0,0,195
Riverside,6065042744,2,0.007843137,255
Riverside,6065042745,4,0.013289037,301
Riverside,6065042746,5,0.010373444,482
Riverside,6065042747,3,0.007109005,422
Riverside,6065042748,4,0.012084592,331
Riverside,6065042749,2,0.005649718,354
Riverside,6065042750,0,0,224
Riverside,6065042751,4,0.015037594,266
Riverside,6065042752,0,0,184
Riverside,6065042801,8,0.018561485,431
Riverside,6065042802,11,0.016666667,660
Riverside,6065042902,12,0.028915663,415
Riverside,6065042903,9,0.017307692,520
Riverside,6065042905,3,0.008310249,361
Riverside,6065042906,6,0.011131725,539
Riverside,6065042907,5,0.018248175,274
Riverside,6065042908,6,0.014925373,402
Riverside,6065043001,11,0.013715711,802
Riverside,6065043003,6,0.014319809,419
Riverside,6065043005,3,0.007874016,381
Riverside,6065043006,8,0.018823529,425
Riverside,6065043007,0,0,353
Riverside,6065043008,1,0.003012048,332
Riverside,6065043009,2,0.005882353,340
Riverside,6065043010,4,0.012121212,330
Riverside,6065043201,1,0.005617978,178
Riverside,6065043202,0,0,134
Riverside,6065043203,0,0,45
Riverside,6065043204,1,0.002906977,344
Riverside,6065043205,1,0.005649718,177
Riverside,6065043206,5,0.013020833,384
Riverside,6065043207,0,0,145
Riverside,6065043208,1,0.008,125
Riverside,6065043209,2,0.013513514,148
Riverside,6065043210,0,0,164
Riverside,6065043211,2,0.007968127,251
Riverside,6065043216,4,0.01061008,377
Riverside,6065043217,2,0.020618557,97
Riverside,6065043218,2,0.012345679,162
Riverside,6065043220,4,0.012658228,316
Riverside,6065043222,0,0,171
Riverside,6065043227,0,0,367
Riverside,6065043228,0,0,240
Riverside,6065043229,0,0,120
Riverside,6065043235,1,0.00166113,602
Riverside,6065043246,1,0.006493506,154
Riverside,6065043248,1,0.008,125
Riverside,6065043252,0,0,303
Riverside,6065043254,3,0.013513514,222
Riverside,6065043256,3,0.017857143,168
Riverside,6065043262,2,0.011173184,179
Riverside,6065043264,2,0.007490637,267
Riverside,6065043265,1,0.00390625,256
Riverside,6065043266,1,0.003311258,302
Riverside,6065043267,1,0.005494505,182
Riverside,6065043270,0,0,261
Riverside,6065043271,2,0.007490637,267
Riverside,6065043272,2,0.013071895,153
Riverside,6065043274,0,0,107
Riverside,6065043276,2,0.012578616,159
Riverside,6065043278,0,0,238
Riverside,6065043279,5,0.023364486,214
Riverside,6065043292,0,0,136
Riverside,6065043293,0,0,69
Riverside,6065043294,0,0,171
Riverside,6065043295,0,0,214
Riverside,6065043296,2,0.011695906,171
Riverside,6065043297,3,0.006564551,457
Riverside,6065043298,0,0,197
Riverside,6065043304,8,0.021978022,364
Riverside,6065043306,0,0,372
Riverside,6065043307,9,0.018907563,476
Riverside,6065043308,4,0.013559322,295
Riverside,6065043309,4,0.013605442,294
Riverside,6065043310,3,0.011811024,254
Riverside,6065043311,5,0.031847134,157
Riverside,6065043312,7,0.014675052,477
Riverside,6065043313,6,0.018126888,331
Riverside,6065043314,2,0.006920415,289
Riverside,6065043315,0,0,144
Riverside,6065043316,0,0,113
Riverside,6065043318,0,0,166
Riverside,6065043319,1,0.003030303,330
Riverside,6065043401,10,0.018484288,541
Riverside,6065043403,0,0,227
Riverside,6065043404,1,0.008333333,120
Riverside,6065043405,5,0.017793594,281
Riverside,6065043503,7,0.020231214,346
Riverside,6065043505,0,0,112
Riverside,6065043506,12,0.025052192,479
Riverside,6065043509,2,0.004750594,421
Riverside,6065043512,6,0.009836066,610
Riverside,6065043513,2,0.009478673,211
Riverside,6065043517,6,0.00862069,696
Riverside,6065043518,2,0.00660066,303
Riverside,6065043519,0,0,7
Riverside,6065043520,0,0,111
Riverside,6065043521,11,0.024774775,444
Riverside,6065043522,5,0.022222222,225
Riverside,6065043523,5,0.019230769,260
Riverside,6065043524,0,0,286
Riverside,6065043601,9,0.023017903,391
Riverside,6065043602,5,0.011520737,434
Riverside,6065043701,2,0.011111111,180
Riverside,6065043702,4,0.013745704,291
Riverside,6065043703,3,0.016304348,184
Riverside,6065043802,1,0.004608295,217
Riverside,6065043807,1,0.004784689,209
Riverside,6065043809,3,0.012,250
Riverside,6065043810,2,0.013888889,144
Riverside,6065043812,0,0,9
Riverside,6065043813,1,0.004347826,230
Riverside,6065043818,0,0,164
Riverside,6065043820,0,0,201
Riverside,6065043821,2,0.00660066,303
Riverside,6065043822,2,0.009803922,204
Riverside,6065043823,1,0.002061856,485
Riverside,6065043824,3,0.025641026,117
Riverside,6065043900,2,0.005464481,366
Riverside,6065044000,3,0.022727273,132
Riverside,6065044101,5,0.020746888,241
Riverside,6065044102,0,0,244
Riverside,6065044103,2,0.008333333,240
Riverside,6065044104,1,0.007194245,139
Riverside,6065044200,14,0.026974952,519
Riverside,6065044300,4,0.014336918,279
Riverside,6065044403,3,0.029126214,103
Riverside,6065044404,0,0,18
Riverside,6065044405,0,0,11
Riverside,6065044406,0,0,82
Riverside,6065044407,0,0,131
Riverside,6065044505,10,0.019762846,506
Riverside,6065044507,7,0.011725293,597
Riverside,6065044509,8,0.023529412,340
Riverside,6065044510,9,0.014128728,637
Riverside,6065044515,9,0.028301887,318
Riverside,6065044516,7,0.012681159,552
Riverside,6065044517,2,0.016949153,118
Riverside,6065044518,4,0.010928962,366
Riverside,6065044520,2,0.03125,64
Riverside,6065044521,0,0,32
Riverside,6065044523,1,0.012048193,83
Riverside,6065044524,3,0.01754386,171
Riverside,6065044602,1,0.022727273,44
Riverside,6065044604,0,0,89
Riverside,6065044605,3,0.010948905,274
Riverside,6065044606,0,0,90
Riverside,6065044701,2,0.027027027,74
Riverside,6065044702,6,0.032258065,186
Riverside,6065044804,1,0.006849315,146
Riverside,6065044805,0,0,16
Riverside,6065044806,1,0.04,25
Riverside,6065044807,0,0,2
Riverside,6065044904,3,0.009584665,313
Riverside,6065044907,6,0.011009174,545
Riverside,6065044911,0,0,205
Riverside,6065044916,6,0.01875,320
Riverside,6065044917,0,0,19
Riverside,6065044918,0,0,11
Riverside,6065044919,0,0,17
Riverside,6065044921,0,0,25
Riverside,6065044922,0,0,174
Riverside,6065044923,2,0.009852217,203
Riverside,6065044924,3,0.012,250
Riverside,6065044925,3,0.012048193,249
Riverside,6065044926,5,0.013812155,362
Riverside,6065044927,2,0.015037594,133
Riverside,6065044928,1,0.020408163,49
Riverside,6065044929,0,0,71
Riverside,6065044930,0,0,177
Riverside,6065044931,1,0.006896552,145
Riverside,6065044932,0,0,158
Riverside,6065044933,4,0.012618297,317
Riverside,6065044934,6,0.019736842,304
Riverside,6065045000,3,0.023255814,129
Riverside,6065045103,0,0,64
Riverside,6065045109,0,0,155
Riverside,6065045110,1,0.002967359,337
Riverside,6065045114,0,0,15
Riverside,6065045115,0,0,14
Riverside,6065045116,0,0,35
Riverside,6065045117,0,0,130
Riverside,6065045118,0,0,188
Riverside,6065045119,0,0,121
Riverside,6065045120,3,0.010067114,298
Riverside,6065045122,0,0,8
Riverside,6065045123,0,0,40
Riverside,6065045124,0,0,17
Riverside,6065045125,0,0,48
Riverside,6065045126,2,0.008733624,229
Riverside,6065045127,0,0,110
Riverside,6065045128,0,0,20
Riverside,6065045129,0,0,240
Riverside,6065045207,4,0.007220217,554
Riverside,6065045209,7,0.012939002,541
Riverside,6065045212,0,0,43
Riverside,6065045213,2,0.005390836,371
Riverside,6065045214,0,0,192
Riverside,6065045216,0,0,30
Riverside,6065045217,1,0.001283697,779
Riverside,6065045222,0,0,162
Riverside,6065045224,1,0.002824859,354
Riverside,6065045226,4,0.004956629,807
Riverside,6065045228,2,0.00862069,232
Riverside,6065045233,2,0.007326007,273
Riverside,6065045234,0,0,174
Riverside,6065045235,2,0.014814815,135
Riverside,6065045302,2,0.003571429,560
Riverside,6065045303,3,0.007317073,410
Riverside,6065045305,4,0.010582011,378
Riverside,6065045306,5,0.00984252,508
Riverside,6065045501,6,0.009983361,601
Riverside,6065045502,5,0.013586957,368
Riverside,6065045606,1,0.005780347,173
Riverside,6065045610,5,0.010416667,480
Riverside,6065045611,4,0.006514658,614
Riverside,6065045612,8,0.014414414,555
Riverside,6065045613,0,0,9
Riverside,6065045614,0,0,5
Riverside,6065045615,6,0.019607843,306
Riverside,6065045616,2,0.010810811,185
Riverside,6065045617,0,0,130
Riverside,6065045618,0,0,128
Riverside,6065045619,11,0.017944535,613
Riverside,6065045703,8,0.00877193,912
Riverside,6065045704,4,0.008510638,470
Riverside,6065045706,4,0.006472492,618
Riverside,6065045707,7,0.009020619,776
Riverside,6065045708,2,0.003944773,507
Riverside,6065045709,7,0.011627907,602
Riverside,6065045900,3,0.027777778,108
Riverside,6065046101,4,0.018099548,221
Riverside,6065046102,2,0.011363636,176
Riverside,6065046103,1,0.007936508,126
Riverside,6065046200,2,0.006734007,297
Riverside,6065046401,2,0.009569378,209
Riverside,6065046402,9,0.025210084,357
Riverside,6065046403,2,0.004219409,474
Riverside,6065046404,6,0.013363029,449
Riverside,6065046405,3,0.011152416,269
Riverside,6065046501,0,0,4
Riverside,6065046502,2,0.012578616,159
Riverside,6065046601,0,0,12
Riverside,6065046602,0,0,147
Riverside,6065046700,7,0.024137931,290
Riverside,6065046800,5,0.01,500
Riverside,6065046900,0,0,114
Riverside,6065047000,6,0.06185567,97
Riverside,6065047201,0,0,98
Riverside,6065047202,1,0.014925373,67
Riverside,6065047901,4,0.018181818,220
Riverside,6065047902,0,0,186
Riverside,6065048100,5,0.021367521,234
Riverside,6065048200,1,0.005154639,194
Riverside,6065048300,4,0.007604563,526
Riverside,6065048700,1,0.002777778,360
Riverside,6065048800,2,0.006134969,326
Riverside,6065048901,1,0.003236246,309
Riverside,6065048902,9,0.013119534,686
Riverside,6065049001,3,0.006772009,443
Riverside,6065049002,0,0,185
Riverside,6065049101,1,0.009174312,109
Riverside,6065049102,0,0,151
Riverside,6065049400,0,0,97
Riverside,6065049501,5,0.009487666,527
Riverside,6065049502,5,0.012195122,410
Riverside,6065049600,1,0.003875969,258
Riverside,6065049701,1,0.005780347,173
Riverside,6065049702,1,0.006369427,157
Riverside,6065049800,0,0,177
Riverside,6065050301,1,0.003448276,290
Riverside,6065050302,4,0.016064257,249
Riverside,6065050401,1,0.005494505,182
Riverside,6065050402,1,0.003344482,299
Riverside,6065050501,3,0.011538462,260
Riverside,6065050502,0,0,175
Riverside,6065050503,0,0,303
Riverside,6065050600,5,0.017064846,293
Riverside,6065050701,1,0.002298851,435
Riverside,6065050702,0,0,198
Riverside,6065050901,2,0.018691589,107
Riverside,6065050902,1,0.009708738,103
Riverside,6065051100,6,0.011538462,520
Riverside,6065051200,4,0.017467249,229
Riverside,6065051301,3,0.008086253,371
Riverside,6065051302,5,0.019455253,257
Riverside,6065051401,0,0,1
Riverside,6065051402,0,0,3
Riverside,6065940100,0,0,0
Riverside,6065940400,3,0.003667482,818
Riverside,6065940500,0,0,7
Riverside,6065940600,0,0,47
Riverside,6065940700,0,0,49
Riverside,6065940800,0,0,10
Riverside,6065940900,1,0.041666667,24
Riverside,6065941001,0,0,4
Riverside,6065941002,0,0,26
Riverside,6065941100,0,0,10
Riverside,6065941200,0,0,28
Riverside,6065941300,1,0.028571429,35
Riverside,6065941400,0,0,53
Riverside,6065941500,3,0.01119403,268
Riverside,6065980004,0,0,0
Riverside,6065981000,0,0,0
Sacramento,6067000100,0,0,68
Sacramento,6067000200,1,0.011627907,86
Sacramento,6067000300,1,0.014084507,71
Sacramento,6067000400,3,0.058823529,51
Sacramento,6067000501,1,0.021276596,47
